mel_spectrogram_mean,mel_spectrogram_std,mfcc_mean_0,mfcc_mean_1,mfcc_mean_2,mfcc_mean_3,mfcc_mean_4,mfcc_mean_5,mfcc_mean_6,mfcc_mean_7,mfcc_mean_8,mfcc_mean_9,mfcc_mean_10,mfcc_mean_11,mfcc_mean_12,mfcc_std_0,mfcc_std_1,mfcc_std_2,mfcc_std_3,mfcc_std_4,mfcc_std_7,mfcc_std_8,mfcc_std_9,chromagram_mean_0,chromagram_mean_1,chromagram_mean_2,chromagram_mean_3,chromagram_mean_4,chromagram_mean_5,chromagram_mean_6,chromagram_mean_7,chromagram_mean_8,chromagram_mean_9,chromagram_mean_10,chromagram_mean_11,chromagram_std_0,chromagram_std_1,chromagram_std_2,chromagram_std_3,chromagram_std_4,chromagram_std_5,chromagram_std_6,chromagram_std_7,chromagram_std_8,chromagram_std_9,chromagram_std_10,chromagram_std_11,label
-20.161772,10.534349,104.79566192626952,23.52665328979492,13.945778846740724,8.748369216918945,6.201370716094971,3.53663182258606,0.9821391105651855,-0.4098955988883972,-0.727294385433197,-1.9364051818847656,-3.2719390392303467,-3.883518934249878,-4.1617960929870605,111.76842498779295,4.930057525634766,4.167667388916016,2.990674495697021,3.661205530166626,4.141282081604004,4.442445278167725,4.870048522949219,0.6960123181343079,0.7265932559967041,0.7172982692718506,0.7153410911560059,0.6828288435935974,0.6989791393280029,0.6841074824333191,0.678034782409668,0.7311651110649109,0.7710462808609009,0.7395139336585999,0.6886330842971802,0.1800658553838729,0.1993117183446884,0.1957862675189972,0.2143172174692154,0.2017232924699783,0.2153800874948501,0.2014498561620712,0.1889334321022033,0.2083822190761566,0.208707645535469,0.2088512033224105,0.2140661031007766,animals
-21.882803,12.550181,91.77490234375,23.04937744140625,13.900164604187012,8.26116943359375,5.909512519836426,3.321850299835205,1.4597225189208984,-0.8624974489212036,-1.5190041065216064,-2.438151597976685,-3.691172122955322,-3.712306499481201,-2.794057130813598,135.77537536621094,6.407693862915039,4.586126327514648,4.760438919067383,3.4118285179138184,3.62231707572937,3.674175262451172,3.372227668762207,0.7172108888626099,0.6920894384384155,0.7052201628684998,0.7562192678451538,0.7404608130455017,0.7071918845176697,0.7234033942222595,0.6864719986915588,0.7149555683135986,0.7603229284286499,0.7926038503646851,0.8023809790611267,0.1993525326251983,0.2016551792621612,0.1941341906785965,0.1962141692638397,0.1901470273733139,0.1882630288600921,0.2029497325420379,0.1688892394304275,0.186667338013649,0.1881424784660339,0.1926372647285461,0.2002941668033599,animals
-21.559053,12.038228,94.43944549560548,22.785484313964844,12.346819877624512,7.517660140991211,6.0223798751831055,4.080260276794434,1.6430107355117798,0.1720021814107895,0.037693478167057,-0.9437915682792664,-1.9533063173294067,-2.399639368057251,-1.524163842201233,129.76902770996094,5.8238444328308105,4.203812122344971,4.6497802734375,5.114078998565674,4.904675960540772,4.031860828399658,3.5063462257385254,0.7067508697509766,0.7355403900146484,0.7480937242507935,0.7263616919517517,0.7136335372924805,0.6961344480514526,0.6951990723609924,0.6738720536231995,0.7321578860282898,0.7757205963134766,0.7961638569831848,0.7799382209777832,0.2012617439031601,0.2005376666784286,0.1971592158079147,0.195717304944992,0.2017184197902679,0.2001757025718689,0.1906968057155609,0.1837144196033477,0.2021653354167938,0.2049930095672607,0.2130457907915115,0.2089492082595825,animals
-18.974012,3.7550914,124.95964813232422,24.669137954711918,13.62910270690918,8.596349716186523,5.779358863830566,3.017706871032715,0.5875621438026428,-0.001270547742024,-1.986904621124268,-2.9774441719055176,-4.070789337158203,-4.478882312774658,-3.028073310852051,6.688070774078369,2.6793651580810547,3.858123779296875,3.069209337234497,3.255568265914917,3.2147793769836426,3.757091760635376,3.5749733448028564,0.736220121383667,0.7620466947555542,0.7584619522094727,0.7506597638130188,0.7149577140808105,0.6853355765342712,0.7146443724632263,0.6968684196472168,0.6836176514625549,0.7217227816581726,0.7640262246131897,0.7761595845222473,0.1813070178031921,0.1544643193483352,0.1604477912187576,0.1586257070302963,0.1635458469390869,0.1725208759307861,0.1706070750951767,0.1547631621360778,0.1649288386106491,0.1669852882623672,0.173377588391304,0.1803627610206604,animals
-27.0075,19.612103,35.37968063354492,12.94411849975586,4.6252055168151855,1.036779522895813,-0.6233682036399841,-1.124722242355347,-1.8540985584259035,-0.7161807417869568,1.1819931268692017,2.701902389526367,4.221607208251953,4.84996223449707,3.819433689117432,219.11900329589844,10.62429904937744,4.408730983734131,4.184249401092529,4.774667263031006,3.93536376953125,3.364579200744629,3.652297258377075,0.4624696671962738,0.5165920257568359,0.6448317170143127,0.6757471561431885,0.6286770105361938,0.4909631311893463,0.4803710579872131,0.5082103610038757,0.5857517123222351,0.6461427211761475,0.5773894190788269,0.5632710456848145,0.2446414530277252,0.252693772315979,0.3130951821804046,0.291641891002655,0.3007879257202148,0.2643575370311737,0.2688597440719604,0.286326140165329,0.3142392933368683,0.3274016678333282,0.294995903968811,0.3188710212707519,animals
-19.395237,3.572151,127.10759735107422,23.26893424987793,8.442038536071777,2.357447862625122,0.1413015276193618,-0.1644870638847351,-0.5204034447669983,-0.7882757782936096,-0.896844208240509,-0.4974509179592132,0.392253577709198,1.2614269256591797,0.8052522540092468,8.028400421142578,3.98069167137146,4.396872997283936,4.611642837524414,4.6770920753479,4.339071750640869,3.896998643875122,3.177709579467773,0.5509465336799622,0.5946188569068909,0.6782271265983582,0.7656667828559875,0.6888337135314941,0.6365740895271301,0.6295803785324097,0.6398241519927979,0.7259031534194946,0.837745189666748,0.7994591593742371,0.6467210054397583,0.1794019341468811,0.1885470449924469,0.2128456979990005,0.210739180445671,0.1836214512586593,0.1687201857566833,0.1730605214834213,0.1740712821483612,0.161410704255104,0.1631889939308166,0.1630130410194397,0.1904630810022354,animals
-20.063238,3.4441738,118.1525650024414,17.16278076171875,8.792434692382812,3.0551676750183105,1.410175323486328,-0.042319405823946,-1.5022352933883667,-2.62566876411438,-3.557509422302246,-4.168248653411865,-2.8032567501068115,-1.889966368675232,-2.1194005012512207,11.59415054321289,8.827881813049316,4.008091449737549,3.425873041152954,3.841007947921753,4.336302757263184,4.657027721405029,4.33582878112793,0.5517429709434509,0.5062136650085449,0.5521966218948364,0.6620174050331116,0.6823239922523499,0.6495627164840698,0.6975890398025513,0.7577405571937561,0.7214429378509521,0.6869969367980957,0.6829664707183838,0.6191667318344116,0.2037441283464431,0.1941229104995727,0.2069295942783355,0.2186047881841659,0.2224255949258804,0.2152971923351287,0.2156197130680084,0.2150256484746933,0.196238100528717,0.2445692270994186,0.2400485724210739,0.2457122951745987,animals
-18.914097,3.2168207,109.51231384277344,8.840906143188477,5.589978218078613,3.680298566818237,2.4338607788085938,1.0589343309402466,-0.5416600704193115,-1.4472105503082275,-0.8851631283760071,-1.6870319843292236,-0.6371810436248779,-0.3166371285915375,-0.1030641123652458,13.438941955566406,11.071889877319336,4.12889575958252,2.6620659828186035,3.036137104034424,4.499661922454834,5.794186115264893,5.367057800292969,0.6190162897109985,0.5866531133651733,0.6433777809143066,0.6940125226974487,0.7180772423744202,0.7362917065620422,0.7454983592033386,0.7778888940811157,0.782503604888916,0.8103998899459839,0.8124896883964539,0.7677467465400696,0.1938115656375885,0.1734975278377533,0.1801341623067855,0.1496940106153488,0.1568439751863479,0.1798419803380966,0.1928868889808654,0.2000794559717178,0.1861252039670944,0.1798379570245742,0.205480545759201,0.2166158556938171,animals
-21.305655,3.0891929,106.5118637084961,5.846767425537109,5.004456043243408,2.987091302871704,1.5064775943756104,0.7568914890289307,0.0913901478052139,-1.0654851198196411,-1.0799827575683594,0.0098392991349101,0.4447909593582153,0.0509774424135685,1.3765482902526855,11.943591117858888,9.353280067443848,4.187849998474121,3.681171178817749,3.169907331466675,5.257002830505371,5.803824424743652,5.259603023529053,0.6329185366630554,0.5877314209938049,0.6075401902198792,0.6527529954910278,0.7487374544143677,0.7345371842384338,0.7185065150260925,0.7072722911834717,0.7282703518867493,0.8186990022659302,0.8081381916999817,0.7768352627754211,0.215262696146965,0.197251558303833,0.2153277695178985,0.1937873512506485,0.1821196228265762,0.1930089890956878,0.2289645969867706,0.2275739163160324,0.2029319852590561,0.1763550341129303,0.2114174664020538,0.2446825504302978,animals
-20.399769,3.1892056,109.3799285888672,8.524103164672852,4.330160617828369,2.259052991867065,1.1849820613861084,1.3227754831314087,0.7869737148284912,1.369796633720398,0.2338891774415969,-0.0690565332770347,0.4167461991310119,0.8468902111053467,0.962398886680603,15.043295860290527,12.395243644714355,4.023412227630615,3.399081230163574,3.9277007579803462,3.092228889465332,3.756612539291382,3.418957233428955,0.6384915709495544,0.6916791200637817,0.6874868273735046,0.6949384808540344,0.7063767313957214,0.7383791208267212,0.7862557768821716,0.8360459804534912,0.884540319442749,0.8612200617790222,0.8833009600639343,0.7334299087524414,0.141083762049675,0.1565834730863571,0.1658947616815567,0.1799759417772293,0.1740931719541549,0.1605721116065979,0.1596127301454544,0.1073323711752891,0.1042249351739883,0.1098928526043891,0.1434815824031829,0.1309797018766403,animals
