file_name,label,mel_spectrogram_mean,mel_spectrogram_std,mfcc_mean_0,mfcc_mean_1,mfcc_mean_2,mfcc_mean_3,mfcc_mean_4,mfcc_mean_5,mfcc_mean_6,mfcc_mean_7,mfcc_mean_8,mfcc_mean_9,mfcc_mean_10,mfcc_mean_11,mfcc_mean_12,mfcc_std_0,mfcc_std_1,mfcc_std_2,mfcc_std_3,mfcc_std_4,mfcc_std_5,mfcc_std_6,mfcc_std_7,mfcc_std_8,mfcc_std_9,mfcc_std_10,mfcc_std_11,mfcc_std_12,chromagram_mean_0,chromagram_mean_1,chromagram_mean_2,chromagram_mean_3,chromagram_mean_4,chromagram_mean_5,chromagram_mean_6,chromagram_mean_7,chromagram_mean_8,chromagram_mean_9,chromagram_mean_10,chromagram_mean_11,chromagram_std_0,chromagram_std_1,chromagram_std_2,chromagram_std_3,chromagram_std_4,chromagram_std_5,chromagram_std_6,chromagram_std_7,chromagram_std_8,chromagram_std_9,chromagram_std_10,chromagram_std_11
squeaky belt_segment_2.wav,Belt and Accessory Issues,-10.569528,2.5406923,124.56578826904297,-0.4998713731765747,-3.474837303161621,-6.158566474914551,-1.4078912734985352,-2.4642210006713867,-2.643602132797241,2.1243536472320557,-0.310084730386734,3.1810121536254883,-1.5006272792816162,1.611730694770813,-0.4386618435382843,6.670980930328369,4.472902297973633,5.174749374389648,3.201040267944336,3.1808037757873535,3.3215482234954834,3.1546292304992676,2.289677381515503,2.726992130279541,2.90847110748291,2.520714521408081,3.1440443992614746,2.6355364322662354,0.5829393863677979,0.6136842966079712,0.6319339275360107,0.7072398662567139,0.7724590301513672,0.8066398501396179,0.8464101552963257,0.835450291633606,0.8092665076255798,0.7969039082527161,0.7967404723167419,0.6860067248344421,0.12054477632045746,0.11054598540067673,0.11663556098937988,0.1332484632730484,0.1464913785457611,0.1376572847366333,0.1318524032831192,0.11527930945158005,0.12591961026191711,0.11695826798677444,0.1439877152442932,0.11756044626235962
squeaky belt_segment_3.wav,Belt and Accessory Issues,-9.727765,2.5319545,120.38478088378906,-4.656152248382568,-0.8758031129837036,-5.120493412017822,1.003348708152771,-1.7481117248535156,-0.7644747495651245,1.8514467477798462,-2.1224567890167236,3.931337833404541,-1.471123218536377,1.7106939554214478,-2.1094233989715576,6.33594274520874,3.4722342491149902,4.4542083740234375,4.011802673339844,3.5955538749694824,3.254244565963745,3.4314653873443604,2.8534328937530518,3.615057945251465,3.100548505783081,3.538550615310669,3.5456326007843018,3.2401416301727295,0.5602629780769348,0.5705463290214539,0.6133686304092407,0.6766955852508545,0.7643650770187378,0.8324748873710632,0.8588793873786926,0.8343601226806641,0.7933360934257507,0.7413997054100037,0.7152442932128906,0.6486363410949707,0.10268750041723251,0.14302700757980347,0.14518912136554718,0.1383652240037918,0.15315014123916626,0.13702362775802612,0.13435383141040802,0.12223721295595169,0.13102352619171143,0.12654133141040802,0.13262461125850677,0.11116894334554672
squeaky brake -grinding brake_segment_0.wav,Braking System Issues,-20.036215,3.1565385,126.00669860839844,11.842291831970215,-2.606233596801758,-1.8737727403640747,1.8797420263290405,3.428046941757202,-0.2924921214580536,-3.283742666244507,0.33699455857276917,3.2367889881134033,2.4668357372283936,-0.06538645178079605,-2.124354839324951,11.129581451416016,7.550626754760742,4.427787780761719,3.7495179176330566,3.818976640701294,3.6372194290161133,2.8904929161071777,3.7193682193756104,3.660780191421509,5.14857816696167,3.0943796634674072,3.6004483699798584,2.514151096343994,0.45475947856903076,0.4585006833076477,0.6448197960853577,0.6653224229812622,0.5677374005317688,0.5852535963058472,0.624564528465271,0.733399510383606,0.5711711645126343,0.5919679403305054,0.5568334460258484,0.5273504853248596,0.19373047351837158,0.19818490743637085,0.22510889172554016,0.19990071654319763,0.250714510679245,0.2650572657585144,0.26559191942214966,0.3111599087715149,0.22430384159088135,0.2512916624546051,0.23323015868663788,0.24271489679813385
squeaky brake -grinding brake_segment_1.wav,Braking System Issues,-18.301844,3.2049649,129.4868927001953,17.001712799072266,2.1657111644744873,1.6276494264602661,1.5946701765060425,0.001861318713054061,-0.14887754619121552,0.40998947620391846,-0.27116236090660095,-1.104660153388977,0.19392898678779602,0.22160673141479492,-1.4272047281265259,6.65138053894043,4.028928279876709,5.352708339691162,4.5895304679870605,4.717162609100342,4.079588413238525,4.056826591491699,4.632739543914795,4.24290132522583,3.9532644748687744,3.163322687149048,2.7390501499176025,4.0657148361206055,0.7008599638938904,0.638568639755249,0.6166331768035889,0.6030761003494263,0.6550589203834534,0.679593026638031,0.7306293249130249,0.7210323214530945,0.6808575987815857,0.7321763634681702,0.7305089831352234,0.7750397324562073,0.19095641374588013,0.18075165152549744,0.1798461377620697,0.16223415732383728,0.1911037266254425,0.1872236281633377,0.20642578601837158,0.2032656967639923,0.18566982448101044,0.20596225559711456,0.18068024516105652,0.19513320922851562
squeaky brake -grinding brake_segment_2.wav,Braking System Issues,-19.953236,3.1917775,126.71636199951172,12.78659439086914,-1.581590175628662,-1.2019933462142944,1.973620891571045,2.8978774547576904,-0.637561559677124,-2.3997185230255127,0.47154220938682556,3.668729066848755,2.550600528717041,-0.24461287260055542,-2.085099697113037,10.448050498962402,6.908370018005371,4.356952667236328,3.5597925186157227,4.082160949707031,4.240172863006592,3.8777551651000977,3.599599838256836,3.7661545276641846,4.790865898132324,3.2183914184570312,4.37876033782959,2.698599338531494,0.43531957268714905,0.6328122615814209,0.6714706420898438,0.5525928139686584,0.5477442145347595,0.6140443682670593,0.7373195290565491,0.5639447569847107,0.5344273447990417,0.5328274965286255,0.5039301514625549,0.43245798349380493,0.18818093836307526,0.21641980111598969,0.20029844343662262,0.2486138492822647,0.2575281858444214,0.267007052898407,0.30779391527175903,0.2387983202934265,0.23653405904769897,0.23204772174358368,0.2336420714855194,0.18981780111789703
squeaky brake -grinding brake_segment_3.wav,Braking System Issues,-16.186275,3.1604564,130.13693237304688,17.03147315979004,2.4027669429779053,0.6583088636398315,0.7807229161262512,1.423051357269287,1.1775566339492798,0.7372341752052307,-0.10337477177381516,-1.0279775857925415,0.39498695731163025,-1.2209323644638062,-1.552594542503357,6.858130931854248,4.307836055755615,5.420042991638184,4.01301908493042,4.488023281097412,3.073639392852783,3.678239107131958,4.109806060791016,4.407571792602539,4.2283854484558105,2.844487428665161,2.9713592529296875,3.4119973182678223,0.6964148283004761,0.6723651885986328,0.6769075989723206,0.6485814452171326,0.7118493318557739,0.7363707423210144,0.7697810530662537,0.7341119050979614,0.7199887633323669,0.7714571356773376,0.7566210627555847,0.7853820323944092,0.15940184891223907,0.17095518112182617,0.1877088099718094,0.1662849634885788,0.17530791461467743,0.16180738806724548,0.17431743443012238,0.1620710790157318,0.1633443832397461,0.18823058903217316,0.15954415500164032,0.17790564894676208
bad bearing_segment_0.wav,ENGINE AND POWERTRAIN ISSUES,-13.914154,2.6413772,126.67631530761719,0.9660432934761047,-7.811731338500977,-4.075423240661621,-0.29630348086357117,-1.6237223148345947,0.3082391619682312,1.1762926578521729,0.9821803569793701,-0.330636590719223,0.20222511887550354,2.5747289657592773,-0.36600854992866516,6.855617523193359,3.6088075637817383,3.6502528190612793,3.3470051288604736,2.378660202026367,3.3122546672821045,3.2634308338165283,3.2677149772644043,2.71113657951355,3.173424482345581,3.39416241645813,3.0468761920928955,2.799395799636841,0.6769571900367737,0.7188875675201416,0.690377414226532,0.6498408317565918,0.7195715308189392,0.7225749492645264,0.7246821522712708,0.8155612945556641,0.7833364009857178,0.7699535489082336,0.873678982257843,0.8079186081886292,0.1414637714624405,0.1521274298429489,0.13723184168338776,0.13135585188865662,0.16221782565116882,0.14859473705291748,0.12613879144191742,0.13873471319675446,0.15604202449321747,0.12865214049816132,0.14463527500629425,0.1386812925338745
bad bearing_segment_1.wav,ENGINE AND POWERTRAIN ISSUES,-13.109007,2.7397726,126.88801574707031,3.053001642227173,-9.2190580368042,-4.078524589538574,0.6661953926086426,-0.19876137375831604,-0.10223137587308884,1.4539871215820312,1.2631007432937622,-2.2567644119262695,-0.8682534694671631,3.301863670349121,1.6108026504516602,6.371891975402832,4.907690048217773,3.6275317668914795,3.4995086193084717,3.2509500980377197,2.7340307235717773,2.814444065093994,2.980520486831665,3.2576022148132324,2.711808204650879,3.147383689880371,3.3414466381073,2.9177403450012207,0.7047948837280273,0.7001997828483582,0.6526196599006653,0.5833830237388611,0.5959998369216919,0.6208290457725525,0.6563467383384705,0.728084921836853,0.7199668884277344,0.710206925868988,0.9213115572929382,0.8786367774009705,0.13939495384693146,0.1988304853439331,0.15861964225769043,0.11599406599998474,0.13231147825717926,0.14206981658935547,0.15120059251785278,0.14784374833106995,0.16366787254810333,0.13328734040260315,0.11120913177728653,0.09706245362758636
bad bearing_segment_2.wav,ENGINE AND POWERTRAIN ISSUES,-19.643057,3.1151657,124.47705841064453,9.95174789428711,4.262320518493652,8.572914123535156,5.353621482849121,3.8428680896759033,5.277471542358398,2.061760902404785,1.7920310497283936,4.537016868591309,1.1443212032318115,1.044580101966858,3.8086578845977783,6.497147560119629,4.9636993408203125,4.808045387268066,5.5390777587890625,4.205599308013916,3.297612190246582,4.661366939544678,4.042038917541504,4.192266464233398,3.2632813453674316,2.795133590698242,3.25665283203125,3.4328043460845947,0.6386595368385315,0.6123186349868774,0.6329342126846313,0.6487759351730347,0.6874446272850037,0.8538122177124023,0.7792955636978149,0.7195077538490295,0.708065390586853,0.7318073511123657,0.7698169946670532,0.7547733783721924,0.1735735684633255,0.16266734898090363,0.18123222887516022,0.1747220903635025,0.14621704816818237,0.17413735389709473,0.15198799967765808,0.16310890018939972,0.17369984090328217,0.18759620189666748,0.18967850506305695,0.17084215581417084
bad bearing_segment_3.wav,ENGINE AND POWERTRAIN ISSUES,-14.182098,2.8045168,125.77088165283203,4.331396579742432,0.40202194452285767,5.94028902053833,2.3977086544036865,0.4904746115207672,3.515763998031616,-0.8206796050071716,-0.7101259827613831,2.093855619430542,0.5011472105979919,0.5987510681152344,0.7663272023200989,6.516786098480225,5.336249351501465,6.6890435218811035,8.563554763793945,3.714275598526001,3.2670111656188965,4.294241905212402,3.198604106903076,3.265615463256836,3.272761583328247,3.242278814315796,3.8508262634277344,3.710787534713745,0.6094837188720703,0.6316824555397034,0.6771424412727356,0.6794795393943787,0.7778632044792175,0.8711449503898621,0.7475638389587402,0.7623793482780457,0.7591650485992432,0.7551186680793762,0.7528934478759766,0.7156859636306763,0.13960731029510498,0.1400412768125534,0.14027993381023407,0.1297059953212738,0.13544580340385437,0.15137255191802979,0.12833663821220398,0.16757319867610931,0.1793603003025055,0.15517957508563995,0.15770190954208374,0.16608856618404388
bad CV joint_segment_0.wav,ENGINE AND POWERTRAIN ISSUES,-14.689304,2.9547896,129.25540161132812,12.434589385986328,1.2180812358856201,2.575526475906372,4.2761125564575195,5.1692423820495605,-1.0537512302398682,-0.9256048202514648,0.9076531529426575,-0.41325369477272034,-1.7642582654953003,-5.049757957458496,-4.509754180908203,5.590139389038086,5.47359037399292,4.1432294845581055,3.1174559593200684,3.1200225353240967,2.7478976249694824,2.8348026275634766,2.8619070053100586,2.8383703231811523,2.8323638439178467,3.2949845790863037,2.608656167984009,2.8864097595214844,0.6165028214454651,0.6587359309196472,0.6626141667366028,0.7318991422653198,0.746340274810791,0.8453912138938904,0.7857682108879089,0.8080229163169861,0.922115683555603,0.7691222429275513,0.7206388711929321,0.6835261583328247,0.10274146497249603,0.12758594751358032,0.1183631494641304,0.14588555693626404,0.11325093358755112,0.12317242473363876,0.13768430054187775,0.10619233548641205,0.10669132322072983,0.11765680462121964,0.10585623979568481,0.11971383541822433
bad CV joint_segment_1.wav,ENGINE AND POWERTRAIN ISSUES,-11.558331,2.707627,129.7314910888672,8.03548812866211,-1.8605449199676514,2.7467777729034424,4.022549629211426,3.6810309886932373,-1.225243330001831,1.2163889408111572,1.122715711593628,0.0049664354883134365,-2.983712673187256,-4.850353717803955,-4.150765895843506,5.319185733795166,4.096741676330566,2.999957323074341,2.6888906955718994,2.8309664726257324,3.132319927215576,2.8531603813171387,2.8605804443359375,3.2502458095550537,3.3323521614074707,2.740640640258789,3.2227115631103516,3.1888017654418945,0.6490007638931274,0.6239024996757507,0.6948289275169373,0.7429570555686951,0.7493096590042114,0.8109060525894165,0.8393568396568298,0.8458204865455627,0.8503915071487427,0.8379049897193909,0.8125439286231995,0.7801375389099121,0.10888286679983139,0.09339237958192825,0.11535565555095673,0.12201322615146637,0.13210530579090118,0.1140916720032692,0.12810498476028442,0.13477866351604462,0.11334332823753357,0.13844990730285645,0.12376545369625092,0.12293402850627899
bad CV joint_segment_2.wav,ENGINE AND POWERTRAIN ISSUES,-11.218606,2.6072416,128.45770263671875,4.834530353546143,-3.173100471496582,3.5749542713165283,5.621242523193359,3.266695499420166,0.657637894153595,2.6008851528167725,-2.6766176223754883,-1.5732414722442627,-3.025322675704956,-3.953376054763794,-3.413428544998169,6.20391321182251,3.430616855621338,2.9642066955566406,3.060776472091675,2.551352024078369,3.6069161891937256,3.003601551055908,4.006680488586426,3.1354899406433105,2.6631340980529785,2.823404550552368,2.4140164852142334,3.0092613697052,0.6752997040748596,0.6889451146125793,0.7997004389762878,0.8249967694282532,0.7809288501739502,0.7993351221084595,0.8146122694015503,0.7807658314704895,0.828884482383728,0.8501767516136169,0.8252310156822205,0.8111517429351807,0.12126488238573074,0.10710736364126205,0.126970112323761,0.12048085033893585,0.102949358522892,0.12243294715881348,0.10336097329854965,0.10380524396896362,0.12894532084465027,0.1139385774731636,0.12307333946228027,0.13327190279960632
bad CV joint_segment_3.wav,ENGINE AND POWERTRAIN ISSUES,-15.160862,3.0273664,128.4685516357422,13.078944206237793,1.8132296800613403,3.49906325340271,4.825038433074951,3.273353338241577,0.6605467200279236,0.6037902235984802,0.5895805358886719,-1.190755009651184,-3.2753608226776123,-4.772486209869385,-4.007190227508545,8.092726707458496,5.445102214813232,4.600935459136963,2.835691213607788,3.0631914138793945,3.158754348754883,3.9731040000915527,3.288053274154663,2.994633197784424,3.8156065940856934,3.7619423866271973,2.7577240467071533,2.9878954887390137,0.6344679594039917,0.623074471950531,0.6399899125099182,0.7032690644264221,0.7001961469650269,0.8003848791122437,0.8087813258171082,0.8008031845092773,0.8643474578857422,0.7883932590484619,0.7548816800117493,0.7307797074317932,0.15200181305408478,0.132491335272789,0.14811597764492035,0.14865942299365997,0.12460658699274063,0.14081047475337982,0.1460917741060257,0.12304133176803589,0.1296144723892212,0.10558445751667023,0.1486237794160843,0.15645703673362732
bad transimision_segment_0.wav,ENGINE AND POWERTRAIN ISSUES,-12.9402685,2.7540126,125.05853271484375,-1.3592864274978638,-12.754585266113281,-0.9720183610916138,6.079163551330566,-0.6884586215019226,-1.6528491973876953,2.1932783126831055,-0.8058347105979919,-2.8721377849578857,1.60148286819458,1.4633595943450928,-2.3555564880371094,6.039032936096191,2.908419132232666,2.577221393585205,3.850303888320923,3.0601894855499268,3.177750587463379,3.334030866622925,3.670794725418091,2.748408317565918,2.9205360412597656,2.6641409397125244,2.3493924140930176,2.8823161125183105,0.888478696346283,0.7285826802253723,0.73768550157547,0.6993122100830078,0.6507675051689148,0.6342757344245911,0.6581016182899475,0.7091360092163086,0.8048833012580872,0.7589957118034363,0.8081901669502258,0.7858244776725769,0.149617537856102,0.11791004240512848,0.1438423991203308,0.1688278466463089,0.13013812899589539,0.1301870346069336,0.1272413283586502,0.13464678823947906,0.13753807544708252,0.12342454493045807,0.13641789555549622,0.12342450767755508
bad transimision_segment_1.wav,ENGINE AND POWERTRAIN ISSUES,-11.95174,2.61847,125.31291961669922,-1.2687095403671265,-8.795072555541992,-2.404975175857544,3.379173517227173,0.8951863050460815,-1.5659282207489014,-1.1416699886322021,-1.8028446435928345,-1.3167943954467773,2.058588743209839,1.0383836030960083,-2.2675185203552246,6.500107765197754,4.680274486541748,4.058389186859131,4.178336143493652,3.156031847000122,3.893719434738159,3.026289463043213,2.8970541954040527,2.3196909427642822,3.3453927040100098,3.1157844066619873,3.2733347415924072,3.0174200534820557,0.7754989862442017,0.7923867702484131,0.7616302967071533,0.787738561630249,0.787548840045929,0.7298799157142639,0.7368216514587402,0.7618025541305542,0.8049548864364624,0.8027305006980896,0.8357990384101868,0.8237150311470032,0.13573691248893738,0.13931459188461304,0.1347828060388565,0.13938993215560913,0.15494157373905182,0.14671672880649567,0.13015520572662354,0.12661273777484894,0.121091328561306,0.12046421319246292,0.15282660722732544,0.13889288902282715
